Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age_adv,Pos_adv,G_adv,GS_adv,MP_adv,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,W,L,total_games,win_pct,games_pct,Season,PTS_pct,BPM_pct,VORP_pct,WS_pct,win_pct_pct,TS%_pct,PER_pct,MVP_Score,is_mvp
Jalen Suggs,24.0,ORL,PG,57.0,56.0,27.6,4.9,11.4,0.435,2.1,6.3,0.339,2.8,5.1,0.554,0.529,1.8,2.1,0.855,0.6,3.2,3.9,5.5,1.8,0.7,2.7,2.5,13.8,24.0,PG,57.0,56.0,1574.0,15.6,0.561,0.555,0.18,2.5,13.2,7.8,29.6,3.2,2.3,17.8,22.9,0.3,2.4,2.7,0.083,0.7,1.8,2.5,1.8,45.0,37.0,82.0,0.5487804878048781,0.6951219512195121,2026,0.5921787709497207,0.7877094972067039,0.6871508379888268,0.2681564245810056,0.5307262569832403,0.2541899441340782,0.5223463687150838,,
Bobby Portis,30.0,MIL,PF,67.0,9.0,24.2,5.5,11.2,0.488,2.0,4.4,0.456,3.4,6.8,0.509,0.578,0.7,1.0,0.706,1.3,5.1,6.4,1.6,0.6,0.2,1.0,1.6,13.7,30.0,PF,67.0,9.0,1619.0,17.1,0.587,0.395,0.091,6.3,23.5,14.9,10.5,1.2,0.7,7.8,23.1,1.6,1.2,2.8,0.083,1.5,-1.6,0.0,0.8,32.0,50.0,82.0,0.3902439024390244,0.8170731707317073,2026,0.5810055865921788,0.4581005586592179,0.43575418994413406,0.2877094972067039,0.30446927374301674,0.5614525139664804,0.6843575418994413,,
John Collins,28.0,LAC,PF,69.0,56.0,27.1,5.3,9.6,0.552,1.3,3.2,0.406,4.0,6.4,0.625,0.62,1.7,2.2,0.766,1.6,3.7,5.3,1.0,0.9,0.7,1.4,2.7,13.6,28.0,PF,69.0,56.0,1872.0,16.3,0.643,0.332,0.234,7.0,15.6,11.4,5.8,1.6,2.6,11.6,19.5,2.7,1.8,4.6,0.117,0.0,-0.5,-0.5,0.7,42.0,40.0,82.0,0.5121951219512195,0.8414634146341463,2026,0.5670391061452514,0.3994413407821229,0.39385474860335196,0.5446927374301676,0.3770949720670391,0.9106145251396648,0.6229050279329609,,
Cedric Coward,22.0,MEM,SG,62.0,47.0,25.8,4.9,10.5,0.471,1.5,4.4,0.338,3.4,6.0,0.568,0.542,2.3,2.7,0.843,1.3,4.5,5.9,2.8,0.6,0.4,1.7,2.0,13.6,22.0,SG,62.0,47.0,1598.0,15.3,0.585,0.424,0.256,5.5,19.4,12.3,16.0,1.2,1.6,12.7,21.5,1.4,1.1,2.5,0.076,0.4,-0.6,-0.2,0.7,25.0,57.0,82.0,0.3048780487804878,0.7560975609756098,2026,0.5670391061452514,0.4301675977653631,0.39385474860335196,0.21787709497206703,0.17597765363128492,0.5223463687150838,0.48044692737430167,,
Ajay Mitchell,23.0,OKC,SG,57.0,16.0,25.8,5.0,10.4,0.485,1.1,3.1,0.347,3.9,7.3,0.543,0.536,2.5,2.8,0.87,0.7,2.6,3.3,3.6,1.2,0.3,1.4,2.1,13.6,23.0,SG,57.0,16.0,1473.0,16.8,0.585,0.298,0.275,3.1,10.6,7.0,20.1,2.3,1.2,10.9,21.8,2.2,2.6,4.8,0.156,0.3,1.6,1.9,1.4,64.0,18.0,82.0,0.7804878048780488,0.6951219512195121,2026,0.5670391061452514,0.7178770949720671,0.5754189944134078,0.5726256983240223,0.9832402234636871,0.5223463687150838,0.6536312849162011,,
Naz Reid,26.0,MIN,C,77.0,3.0,26.1,5.2,11.3,0.456,2.1,5.8,0.362,3.1,5.5,0.556,0.549,1.2,1.6,0.732,1.2,5.0,6.2,2.2,1.0,1.0,1.6,2.5,13.6,26.0,C,77.0,3.0,2007.0,15.4,0.565,0.514,0.141,5.0,20.8,13.1,12.4,1.8,3.4,12.0,22.1,0.9,3.2,4.0,0.097,-0.1,1.0,0.9,1.5,49.0,33.0,82.0,0.5975609756097561,0.9390243902439024,2026,0.5670391061452514,0.5893854748603352,0.6145251396648045,0.4581005586592179,0.6675977653631285,0.3016759776536313,0.4972067039106145,,
Tim Hardaway Jr.,33.0,DEN,SG,80.0,6.0,26.6,4.4,9.7,0.447,2.8,6.9,0.407,1.6,2.9,0.541,0.591,2.0,2.5,0.811,0.2,2.4,2.6,1.4,0.5,0.1,0.5,1.3,13.5,33.0,SG,80.0,6.0,2127.0,13.5,0.624,0.706,0.252,0.9,9.5,5.4,6.9,1.0,0.4,4.7,18.5,3.5,1.0,4.4,0.1,1.3,-1.9,-0.7,0.7,54.0,28.0,82.0,0.6585365853658537,0.975609756097561,2026,0.5502793296089385,0.35195530726256985,0.39385474860335196,0.5223463687150838,0.8268156424581006,0.8379888268156425,0.3324022346368715,,
Reed Sheppard,21.0,HOU,SG,82.0,21.0,26.2,5.0,11.5,0.43,2.8,7.0,0.394,2.2,4.5,0.486,0.55,0.8,1.0,0.802,0.3,2.6,2.9,3.4,1.5,0.7,1.5,2.0,13.5,21.0,SG,82.0,21.0,2147.0,15.7,0.564,0.609,0.091,1.5,10.7,6.1,18.6,2.8,2.3,11.1,21.7,2.7,3.1,5.9,0.131,1.2,1.5,2.7,2.5,52.0,30.0,82.0,0.6341463414634146,1.0,2026,0.5502793296089385,0.8156424581005587,0.8212290502793296,0.6815642458100558,0.7150837988826816,0.2877094972067039,0.5391061452513967,,
Toumani Camara,25.0,POR,PF,82.0,82.0,33.3,4.8,10.9,0.44,2.7,7.2,0.37,2.1,3.6,0.579,0.563,1.2,1.7,0.708,1.6,3.6,5.1,2.5,1.1,0.4,1.8,2.9,13.4,25.0,PF,82.0,82.0,2731.0,11.3,0.578,0.664,0.154,5.0,11.7,8.4,10.4,1.6,1.1,13.1,16.3,2.1,2.7,4.8,0.084,-1.0,0.0,-1.0,0.7,42.0,40.0,82.0,0.5121951219512195,1.0,2026,0.5391061452513967,0.29329608938547486,0.39385474860335196,0.5726256983240223,0.3770949720670391,0.4329608938547486,0.14804469273743018,,
Quentin Grimes,25.0,PHI,SG,75.0,19.0,29.4,4.5,10.1,0.45,1.7,5.1,0.334,2.8,5.0,0.568,0.534,2.7,3.2,0.84,0.6,3.0,3.6,3.3,0.9,0.4,1.8,2.1,13.4,25.0,SG,75.0,19.0,2206.0,12.9,0.585,0.503,0.314,2.2,11.4,6.7,15.7,1.4,1.2,13.4,19.0,1.9,1.7,3.6,0.078,-0.9,-0.6,-1.6,0.2,45.0,37.0,82.0,0.5487804878048781,0.9146341463414634,2026,0.5391061452513967,0.21508379888268156,0.22625698324022347,0.3994413407821229,0.5307262569832403,0.5223463687150838,0.28212290502793297,,
Tobias Harris,33.0,DET,PF,63.0,63.0,27.7,4.9,10.5,0.469,1.3,3.5,0.368,3.6,6.9,0.521,0.531,2.2,2.5,0.866,0.9,4.3,5.1,2.5,0.9,0.4,1.0,1.7,13.3,33.0,PF,63.0,63.0,1746.0,15.0,0.574,0.338,0.238,3.6,16.9,10.4,12.5,1.6,1.5,8.0,18.8,2.6,2.7,5.3,0.145,0.6,0.8,1.4,1.5,60.0,22.0,82.0,0.7317073170731707,0.7682926829268293,2026,0.5307262569832403,0.6620111731843575,0.6145251396648045,0.6284916201117319,0.8938547486033519,0.3854748603351955,0.4441340782122905,,
Keldon Johnson,26.0,SAS,SF,82.0,0.0,23.3,5.0,9.7,0.519,1.2,3.3,0.363,3.8,6.4,0.601,0.582,1.9,2.4,0.794,1.7,3.7,5.4,1.4,0.6,0.1,0.9,2.0,13.2,26.0,SF,82.0,0.0,1911.0,17.3,0.613,0.343,0.243,7.9,16.6,12.4,8.5,1.2,0.5,7.4,21.0,3.9,2.6,6.4,0.161,1.2,-0.3,0.9,1.4,62.0,20.0,82.0,0.7560975609756098,1.0,2026,0.5223463687150838,0.5893854748603352,0.5754189944134078,0.7793296089385475,0.9385474860335196,0.7653631284916201,0.7122905027932961,,
Jaylon Tyson,23.0,CLE,SG,66.0,42.0,26.9,5.0,10.2,0.493,2.0,4.5,0.446,3.0,5.6,0.53,0.592,1.2,1.6,0.738,1.8,3.3,5.1,2.2,0.8,0.4,1.5,2.5,13.2,23.0,SG,66.0,42.0,1777.0,14.8,0.608,0.445,0.16,7.3,13.6,10.5,11.6,1.5,1.5,12.1,19.3,2.3,1.7,4.0,0.108,0.6,-0.5,0.1,0.9,52.0,30.0,82.0,0.6341463414634146,0.8048780487804879,2026,0.5223463687150838,0.4748603351955307,0.46368715083798884,0.4581005586592179,0.7150837988826816,0.7039106145251397,0.4301675977653631,,
Kyle Kuzma,30.0,MIL,PF,69.0,43.0,26.2,4.9,10.0,0.492,1.2,3.5,0.347,3.7,6.5,0.569,0.552,2.0,2.7,0.726,0.8,3.7,4.5,2.7,0.7,0.4,1.7,1.9,13.0,30.0,PF,69.0,43.0,1806.0,14.1,0.581,0.347,0.27,3.6,15.9,9.8,15.5,1.3,1.5,13.4,21.8,0.9,1.0,1.9,0.051,-1.0,-1.3,-2.3,-0.1,32.0,50.0,82.0,0.3902439024390244,0.8414634146341463,2026,0.5111731843575419,0.1564245810055866,0.16201117318435754,0.16201117318435754,0.30446927374301674,0.4692737430167598,0.37988826815642457,,
Brandon Williams,26.0,DAL,PG,66.0,15.0,22.2,4.4,9.3,0.472,0.5,2.3,0.232,3.9,7.0,0.552,0.501,3.7,4.6,0.793,0.5,2.4,2.9,3.9,0.9,0.3,1.9,1.6,13.0,26.0,PG,66.0,15.0,1463.0,16.8,0.572,0.251,0.493,2.2,11.6,6.9,26.3,2.0,1.2,14.3,25.1,1.2,1.3,2.5,0.083,0.1,0.3,0.4,0.9,26.0,56.0,82.0,0.3170731707317073,0.8048780487804879,2026,0.5111731843575419,0.5167597765363129,0.46368715083798884,0.21787709497206703,0.22346368715083798,0.3575418994413408,0.6536312849162011,,
Collin Gillespie,26.0,PHO,PG,80.0,58.0,28.5,4.4,10.5,0.418,2.9,7.2,0.401,1.5,3.3,0.455,0.556,1.0,1.1,0.874,1.1,3.0,4.1,4.6,1.2,0.2,1.6,1.6,12.7,26.0,PG,80.0,58.0,2282.0,15.3,0.575,0.686,0.103,4.2,12.0,8.0,23.3,2.1,0.7,12.4,18.7,3.6,2.5,6.2,0.13,1.9,0.6,2.5,2.6,45.0,37.0,82.0,0.5487804878048781,0.975609756097561,2026,0.5027932960893855,0.7877094972067039,0.840782122905028,0.7318435754189944,0.5307262569832403,0.40502793296089384,0.48044692737430167,,
Deandre Ayton,27.0,LAL,C,72.0,72.0,27.2,5.6,8.3,0.671,0.0,0.0,,5.6,8.3,0.671,0.671,1.3,2.0,0.645,2.6,5.4,8.0,0.8,0.6,1.0,1.2,2.2,12.5,27.0,C,72.0,72.0,1958.0,18.2,0.676,0.0,0.235,11.5,22.6,17.2,4.5,1.0,3.3,11.1,16.7,4.0,2.2,6.2,0.152,0.0,-0.9,-0.9,0.6,53.0,29.0,82.0,0.6463414634146342,0.8780487804878049,2026,0.4860335195530726,0.3128491620111732,0.3435754189944134,0.7318435754189944,0.776536312849162,0.9720670391061452,0.7877094972067039,,
GG Jackson II,21.0,MEM,PF,55.0,28.0,21.4,4.6,9.3,0.496,1.2,3.5,0.332,3.5,5.8,0.595,0.558,2.0,2.7,0.742,0.9,3.4,4.3,1.5,0.6,0.8,1.5,1.4,12.5,21.0,PF,55.0,28.0,1178.0,15.6,0.591,0.375,0.294,4.4,17.4,10.8,10.7,1.2,3.4,12.8,23.5,0.4,0.9,1.3,0.052,0.0,-1.2,-1.2,0.2,25.0,57.0,82.0,0.3048780487804878,0.6707317073170732,2026,0.4860335195530726,0.26536312849162014,0.22625698324022347,0.11731843575418995,0.17597765363128492,0.5921787709497207,0.5223463687150838,,
Malik Monk,27.0,SAC,SG,62.0,3.0,22.0,4.5,10.2,0.438,2.0,5.1,0.395,2.5,5.1,0.481,0.536,1.5,1.7,0.879,0.2,1.6,1.9,3.0,0.6,0.4,1.5,1.6,12.5,27.0,SG,62.0,3.0,1364.0,14.2,0.568,0.497,0.169,1.2,8.6,4.8,20.6,1.3,1.6,11.8,24.0,0.8,0.2,1.0,0.034,0.8,-2.1,-1.3,0.2,22.0,60.0,82.0,0.2682926829268293,0.7560975609756098,2026,0.4860335195530726,0.25139664804469275,0.22625698324022347,0.09776536312849161,0.13128491620111732,0.3240223463687151,0.39664804469273746,,
Maxime Raynaud,22.0,SAC,C,74.0,56.0,26.5,5.2,9.1,0.571,0.3,1.0,0.324,4.9,8.1,0.601,0.589,1.8,2.3,0.786,1.9,5.6,7.5,1.4,0.5,0.5,1.3,2.3,12.5,22.0,C,74.0,56.0,1964.0,16.0,0.619,0.11,0.25,7.9,24.3,15.8,7.6,0.9,1.8,11.2,18.2,2.6,1.0,3.6,0.088,-0.9,-1.6,-2.4,-0.2,22.0,60.0,82.0,0.2682926829268293,0.9024390243902439,2026,0.4860335195530726,0.1340782122905028,0.12569832402234637,0.3994413407821229,0.13128491620111732,0.8044692737430168,0.5837988826815642,,
Jaylen Wells,22.0,MEM,SG,69.0,69.0,26.4,4.4,10.1,0.431,1.9,5.3,0.353,2.5,4.8,0.517,0.524,1.9,2.5,0.784,0.9,2.3,3.2,1.6,0.9,0.1,1.1,2.1,12.5,22.0,SG,69.0,69.0,1821.0,11.5,0.559,0.523,0.245,3.6,9.6,6.5,8.8,1.6,0.5,8.7,19.3,0.9,0.7,1.6,0.042,-1.8,-1.4,-3.1,-0.5,25.0,57.0,82.0,0.3048780487804878,0.8414634146341463,2026,0.4860335195530726,0.08659217877094973,0.08659217877094973,0.13128491620111732,0.17597765363128492,0.24581005586592178,0.164804469273743,,
Max Christie,22.0,DAL,SG,77.0,68.0,29.1,4.2,9.4,0.441,2.3,5.8,0.404,1.8,3.6,0.502,0.566,1.6,1.8,0.899,0.2,3.0,3.2,2.0,0.6,0.4,1.2,1.3,12.3,22.0,SG,77.0,68.0,2244.0,11.0,0.601,0.615,0.192,0.7,10.9,5.9,9.3,1.0,1.0,10.9,16.5,1.3,1.4,2.7,0.058,-1.0,-0.6,-1.5,0.3,26.0,56.0,82.0,0.3170731707317073,0.9390243902439024,2026,0.4664804469273743,0.23184357541899442,0.2569832402234637,0.2681564245810056,0.22346368715083798,0.6759776536312849,0.13128491620111732,,
Noah Clowney,21.0,BRK,PF,66.0,60.0,27.0,3.8,9.6,0.396,2.0,5.9,0.329,1.8,3.6,0.506,0.498,2.7,3.4,0.804,0.8,3.3,4.1,1.6,0.8,0.7,1.5,2.5,12.3,21.0,PF,66.0,60.0,1780.0,11.2,0.554,0.621,0.355,3.2,15.3,8.9,9.5,1.4,2.3,12.3,20.4,-0.1,1.2,1.1,0.029,-2.3,-1.1,-3.4,-0.6,20.0,62.0,82.0,0.24390243902439024,0.8048780487804879,2026,0.4664804469273743,0.06983240223463687,0.07541899441340782,0.10893854748603352,0.0782122905027933,0.22346368715083798,0.13966480446927373,,
Donte DiVincenzo,29.0,MIN,SG,82.0,82.0,30.4,4.1,10.2,0.406,3.0,7.9,0.379,1.2,2.3,0.497,0.552,1.0,1.3,0.743,0.8,3.3,4.1,3.8,1.3,0.4,1.4,2.4,12.2,29.0,SG,82.0,82.0,2494.0,12.5,0.567,0.771,0.126,3.0,11.6,7.4,16.8,2.0,1.2,11.8,16.9,2.3,2.9,5.2,0.1,0.0,0.7,0.8,1.7,49.0,33.0,82.0,0.5975609756097561,1.0,2026,0.44972067039106145,0.5726256983240223,0.6536312849162011,0.6145251396648045,0.6675977653631285,0.31564245810055863,0.2681564245810056,,
Cameron Johnson,29.0,DEN,SF,54.0,54.0,30.5,4.2,8.8,0.48,2.0,4.7,0.43,2.2,4.1,0.539,0.596,1.7,2.1,0.839,0.8,3.0,3.8,2.4,0.7,0.4,0.9,2.3,12.2,29.0,SF,54.0,54.0,1647.0,12.8,0.629,0.539,0.236,3.1,10.6,7.0,10.6,1.2,1.2,8.2,15.1,2.7,1.0,3.7,0.108,0.3,-0.9,-0.6,0.6,54.0,28.0,82.0,0.6585365853658537,0.6585365853658537,2026,0.44972067039106145,0.3770949720670391,0.3435754189944134,0.4106145251396648,0.8268156424581006,0.8659217877094972,0.2737430167597765,,
Tre Johnson,19.0,WAS,SG,60.0,42.0,24.1,4.5,10.8,0.419,1.9,5.4,0.358,2.6,5.4,0.479,0.508,1.3,1.5,0.874,0.5,2.4,2.8,2.0,0.6,0.3,1.6,2.0,12.2,19.0,SG,60.0,42.0,1443.0,10.6,0.535,0.496,0.134,2.1,10.7,6.3,12.4,1.1,1.1,11.9,22.5,-0.6,-0.1,-0.7,-0.024,-2.1,-2.9,-5.0,-1.1,17.0,65.0,82.0,0.2073170731707317,0.7317073170731707,2026,0.44972067039106145,0.027932960893854747,0.0446927374301676,0.0111731843575419,0.01675977653631285,0.11173184357541899,0.11173184357541899,,
Duncan Robinson,31.0,DET,SF,77.0,77.0,27.4,4.1,9.1,0.456,2.9,7.0,0.41,1.3,2.1,0.605,0.613,1.1,1.4,0.755,0.4,2.3,2.7,2.1,0.6,0.3,0.7,2.2,12.2,31.0,SF,77.0,77.0,2113.0,12.4,0.629,0.768,0.158,1.6,9.2,5.4,10.1,1.0,1.0,6.7,15.8,3.8,2.3,6.1,0.139,0.9,-0.1,0.8,1.5,60.0,22.0,82.0,0.7317073170731707,0.9390243902439024,2026,0.44972067039106145,0.5726256983240223,0.6145251396648045,0.7039106145251397,0.8938547486033519,0.8659217877094972,0.25977653631284914,,
Donovan Clingan,21.0,POR,C,77.0,77.0,27.2,4.6,8.9,0.52,1.1,3.2,0.341,3.5,5.7,0.621,0.582,1.8,2.6,0.68,4.5,7.1,11.6,2.1,0.6,1.7,1.2,2.4,12.1,21.0,C,77.0,77.0,2094.0,20.9,0.604,0.36,0.297,17.7,28.6,23.1,11.4,1.0,5.5,10.9,16.9,5.1,3.5,8.6,0.197,2.4,0.6,3.0,2.6,42.0,40.0,82.0,0.5121951219512195,0.9390243902439024,2026,0.4329608938547486,0.8547486033519553,0.840782122905028,0.9162011173184358,0.3770949720670391,0.6815642458100558,0.8938547486033519,,
Moses Moody,23.0,GSW,SG,60.0,49.0,25.7,4.1,9.3,0.44,2.5,6.3,0.401,1.6,3.0,0.522,0.575,1.5,1.9,0.77,0.9,2.5,3.3,1.6,1.0,0.6,1.0,2.0,12.1,23.0,SG,60.0,49.0,1540.0,13.5,0.6,0.677,0.203,3.6,11.0,7.2,9.2,1.8,2.0,8.6,18.3,1.7,1.4,3.1,0.096,0.2,-0.3,-0.1,0.7,37.0,45.0,82.0,0.45121951219512196,0.7317073170731707,2026,0.4329608938547486,0.441340782122905,0.39385474860335196,0.3407821229050279,0.33519553072625696,0.6675977653631285,0.3324022346368715,,
Josh Hart,30.0,NYK,SF,66.0,52.0,30.2,4.6,9.0,0.508,1.5,3.7,0.413,3.0,5.3,0.574,0.593,1.4,1.9,0.72,1.4,6.0,7.4,4.8,1.1,0.3,1.9,2.5,12.0,30.0,SF,66.0,52.0,1994.0,15.7,0.612,0.409,0.211,5.2,22.1,13.6,21.6,1.9,0.9,16.5,16.7,3.1,3.0,6.1,0.147,1.0,2.0,3.0,2.5,53.0,29.0,82.0,0.6463414634146342,0.8048780487804879,2026,0.4245810055865922,0.8547486033519553,0.8212290502793296,0.7039106145251397,0.776536312849162,0.7541899441340782,0.5391061452513967,,
Dyson Daniels,22.0,ATL,SG,76.0,76.0,33.2,5.3,10.2,0.517,0.3,1.5,0.188,5.0,8.7,0.576,0.532,1.0,1.6,0.615,2.4,4.4,6.8,5.9,2.0,0.4,1.8,2.2,11.9,22.0,SG,76.0,76.0,2520.0,15.5,0.542,0.151,0.157,7.8,14.7,11.2,23.9,2.8,1.1,14.0,16.0,3.1,3.6,6.6,0.126,-0.6,1.8,1.3,2.1,46.0,36.0,82.0,0.5609756097560976,0.926829268292683,2026,0.41620111731843573,0.6396648044692738,0.7513966480446927,0.8240223463687151,0.6145251396648045,0.1564245810055866,0.5111731843575419,,
Myles Turner,29.0,MIL,C,71.0,71.0,26.9,4.0,9.1,0.44,2.1,5.4,0.383,1.9,3.7,0.523,0.553,1.8,2.5,0.74,1.1,4.3,5.3,1.5,0.7,1.6,1.2,2.6,11.9,29.0,C,71.0,71.0,1912.0,14.2,0.584,0.594,0.274,4.5,17.8,11.2,7.7,1.3,6.0,10.3,18.6,1.2,1.8,3.0,0.076,-0.9,0.0,-0.9,0.5,32.0,50.0,82.0,0.3902439024390244,0.8658536585365854,2026,0.41620111731843573,0.3128491620111732,0.30726256983240224,0.32122905027932963,0.30446927374301674,0.5,0.39664804469273746,,
Wendell Carter Jr.,26.0,ORL,C,78.0,78.0,29.3,4.2,8.2,0.512,0.9,2.9,0.319,3.3,5.3,0.618,0.568,2.5,3.2,0.792,2.1,5.3,7.4,2.0,0.8,0.6,1.3,3.4,11.8,26.0,C,78.0,78.0,2288.0,14.1,0.617,0.355,0.392,7.8,20.5,14.1,9.5,1.3,1.9,11.8,15.6,3.4,2.8,6.2,0.131,-1.0,0.5,-0.6,0.8,45.0,37.0,82.0,0.5487804878048781,0.9512195121951219,2026,0.40502793296089384,0.3770949720670391,0.43575418994413406,0.7318435754189944,0.5307262569832403,0.7905027932960894,0.37988826815642457,,
Dylan Harper,19.0,SAS,SG,69.0,4.0,22.6,4.8,9.5,0.505,0.9,2.6,0.343,3.9,6.9,0.565,0.551,1.3,1.7,0.756,0.8,2.6,3.4,3.9,0.8,0.3,1.4,2.0,11.8,19.0,SG,69.0,4.0,1558.0,16.2,0.574,0.271,0.181,3.8,12.1,8.1,24.7,1.7,1.4,12.3,21.8,2.0,2.2,4.2,0.13,0.3,1.1,1.4,1.3,62.0,20.0,82.0,0.7560975609756098,0.8414634146341463,2026,0.40502793296089384,0.6620111731843575,0.5391061452513967,0.5,0.9385474860335196,0.3854748603351955,0.6061452513966481,,
Nic Claxton,26.0,BRK,C,69.0,68.0,27.8,4.8,8.4,0.571,0.0,0.3,0.158,4.8,8.2,0.585,0.574,2.0,3.3,0.616,2.4,4.5,6.9,3.7,0.7,1.1,1.4,2.3,11.7,26.0,C,69.0,68.0,1920.0,17.6,0.592,0.033,0.393,9.6,19.9,14.5,21.8,1.2,3.7,12.3,17.7,3.3,1.5,4.8,0.121,0.3,0.6,0.9,1.4,20.0,62.0,82.0,0.24390243902439024,0.8414634146341463,2026,0.38268156424581007,0.5893854748603352,0.5754189944134078,0.5726256983240223,0.0782122905027933,0.6033519553072626,0.7430167597765364,,
Isaiah Collier,21.0,UTA,PG,59.0,19.0,25.7,4.3,8.7,0.495,0.5,1.7,0.27,3.9,7.0,0.549,0.521,2.6,3.5,0.722,0.4,2.2,2.5,7.2,1.1,0.3,2.5,2.3,11.7,21.0,PG,59.0,19.0,1517.0,14.8,0.567,0.194,0.406,1.5,9.4,5.3,39.2,2.0,1.3,19.6,20.4,1.3,0.3,1.7,0.053,-0.7,-1.8,-2.4,-0.2,22.0,60.0,82.0,0.2682926829268293,0.7195121951219512,2026,0.38268156424581007,0.1340782122905028,0.12569832402234637,0.1452513966480447,0.13128491620111732,0.31564245810055863,0.4301675977653631,,
Bilal Coulibaly,21.0,WAS,SG,56.0,56.0,26.2,4.1,9.7,0.425,1.2,3.6,0.319,2.9,6.0,0.49,0.485,2.4,3.2,0.746,0.9,3.5,4.3,2.6,1.3,1.0,1.4,2.3,11.7,21.0,SG,56.0,56.0,1468.0,13.5,0.531,0.377,0.327,3.5,14.5,8.9,13.9,2.4,3.2,11.6,19.9,0.2,0.8,1.0,0.031,-1.7,-0.4,-2.1,-0.1,17.0,65.0,82.0,0.2073170731707317,0.6829268292682927,2026,0.38268156424581007,0.1787709497206704,0.16201117318435754,0.09776536312849161,0.01675977653631285,0.09217877094972067,0.3324022346368715,,
Derik Queen,21.0,NOP,C,81.0,48.0,25.0,4.4,9.2,0.473,0.3,1.1,0.261,4.1,8.1,0.502,0.489,2.7,3.4,0.795,1.7,5.4,7.1,3.7,1.0,0.9,2.3,2.7,11.7,21.0,C,81.0,48.0,2023.0,15.9,0.546,0.118,0.365,7.2,23.5,15.2,21.1,2.0,3.5,18.0,21.8,0.4,2.3,2.7,0.063,-1.5,0.7,-0.8,0.6,26.0,56.0,82.0,0.3170731707317073,0.9878048780487805,2026,0.38268156424581007,0.33519553072625696,0.3435754189944134,0.2681564245810056,0.22346368715083798,0.18156424581005587,0.5642458100558659,,
Klay Thompson,35.0,DAL,SF,69.0,8.0,21.7,4.1,10.6,0.393,2.9,7.6,0.383,1.2,2.9,0.418,0.532,0.5,0.7,0.766,0.3,1.8,2.1,1.4,0.5,0.3,0.9,1.0,11.7,35.0,SF,69.0,8.0,1497.0,11.4,0.541,0.724,0.065,1.3,8.8,5.1,9.5,1.0,1.2,7.8,22.7,-0.3,0.9,0.5,0.018,0.2,-1.5,-1.4,0.2,26.0,56.0,82.0,0.3170731707317073,0.8414634146341463,2026,0.38268156424581007,0.2430167597765363,0.22625698324022347,0.06983240223463687,0.22346368715083798,0.15083798882681565,0.1564245810055866,,
Mark Williams,24.0,PHO,C,60.0,55.0,23.6,4.7,7.3,0.644,0.0,0.0,1.0,4.7,7.3,0.643,0.645,2.3,2.9,0.771,3.1,4.9,8.0,1.0,0.9,0.9,1.1,2.2,11.7,24.0,C,60.0,55.0,1416.0,21.8,0.68,0.002,0.4,14.0,23.7,18.7,6.3,1.9,3.7,11.2,17.4,4.0,2.3,6.3,0.215,1.5,0.5,2.0,1.4,45.0,37.0,82.0,0.5487804878048781,0.7317073170731707,2026,0.38268156424581007,0.7318435754189944,0.5754189944134078,0.7597765363128491,0.5307262569832403,0.9832402234636871,0.9273743016759777,,
Jarace Walker,22.0,IND,PF,76.0,41.0,25.7,4.0,9.6,0.419,1.8,4.7,0.374,2.3,5.0,0.462,0.51,1.8,2.4,0.749,0.6,4.5,5.1,2.5,0.8,0.3,1.8,1.6,11.6,22.0,PF,76.0,41.0,1953.0,11.5,0.543,0.486,0.25,2.7,19.5,10.9,14.3,1.5,1.1,14.6,20.7,-1.0,1.5,0.5,0.013,-1.8,-0.7,-2.4,-0.2,19.0,63.0,82.0,0.23170731707317074,0.926829268292683,2026,0.36312849162011174,0.1340782122905028,0.12569832402234637,0.06983240223463687,0.0446927374301676,0.164804469273743,0.164804469273743,,
Rui Hachimura,27.0,LAL,PF,68.0,41.0,28.3,4.5,8.8,0.514,1.7,3.9,0.443,2.8,4.9,0.57,0.611,0.7,1.1,0.694,0.6,2.7,3.3,0.8,0.6,0.3,0.6,1.6,11.5,27.0,PF,68.0,41.0,1927.0,11.6,0.62,0.439,0.121,2.6,10.9,6.9,4.1,1.0,1.0,6.3,15.2,2.1,1.1,3.2,0.08,-0.8,-1.5,-2.2,-0.1,53.0,29.0,82.0,0.6463414634146342,0.8292682926829268,2026,0.3575418994413408,0.17039106145251395,0.16201117318435754,0.36312849162011174,0.776536312849162,0.8184357541899442,0.1787709497206704,,
Kyle Filipowski,22.0,UTA,C,77.0,41.0,23.4,4.2,8.5,0.492,1.0,3.0,0.325,3.2,5.6,0.58,0.548,2.1,2.8,0.75,1.9,5.3,7.2,2.6,0.9,0.5,1.6,3.0,11.4,22.0,C,77.0,41.0,1801.0,16.0,0.586,0.347,0.323,8.4,25.1,16.6,15.7,1.9,2.1,14.3,20.0,1.8,1.3,3.1,0.082,-0.6,-0.5,-1.1,0.4,22.0,60.0,82.0,0.2682926829268293,0.9390243902439024,2026,0.34916201117318435,0.28212290502793297,0.27932960893854747,0.3407821229050279,0.13128491620111732,0.547486033519553,0.5837988826815642,,
